,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Car_Age,Brand,Model,Kilometers_Driven_log,Price_log,New Mileage,newprice,num_engine,power
3031,Maruti Ertiga VXI CNG,Mumbai,2013,53000.0,CNG,Manual,First,22.8 km/kg,1373 CC,80.9 bhp,7.0,,5.8,11,Maruti,ErtigaVXI,10.87804719253426,1.7578579175523736,31.919999999999998,7.87,1373.0,80.9
3032,Maruti Ritz LDi,Jaipur,2013,65000.0,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5.0,,3.75,11,Maruti,RitzLDi,11.082142548877775,1.3217558399823195,23.2,7.87,1248.0,73.94
3033,Hyundai Santro Xing XP,Jaipur,2005,120000.0,Petrol,Manual,First,0.0 kmpl,1086 CC,null bhp,5.0,,1.15,19,Hyundai,SantroXing,11.695247021764184,0.13976194237515863,0.0,9.74,1086.0,82.0
3034,Toyota Fortuner 3.0 Diesel,Jaipur,2011,148009.0,Diesel,Manual,Second,11.5 kmpl,2982 CC,171 bhp,7.0,,12.75,13,Toyota,Fortuner3.0,11.90502836170816,2.545531271604435,11.5,23.25,2982.0,171.0
3035,Maruti Swift Lxi BSIII,Mumbai,2009,53001.0,Petrol,Manual,First,16.1 kmpl,1298 CC,88.2 bhp,5.0,,1.95,15,Maruti,SwiftLxi,10.87806606028079,0.6678293725756554,16.1,7.87,1298.0,88.2
3036,Tata Tigor 1.2 Revotron XT,Mumbai,2018,22345.0,Petrol,Manual,First,20.3 kmpl,1199 CC,84 bhp,5.0,,4.95,6,Tata,Tigor1.2,10.014357861367552,1.599387576580599,20.3,7.63,1199.0,84.0
3037,Honda City i VTEC CVT VX,Delhi,2015,50000.0,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,,8.25,9,Honda,Cityi,10.819778284410283,2.1102132003465894,18.0,11.15,1497.0,117.3
3038,BMW 3 Series 320d,Hyderabad,2013,48183.0,Diesel,Automatic,First,13.2 kmpl,1995 CC,170 bhp,5.0,,20.99,11,BMW,3Series,10.782761540731007,3.0440461338325417,13.2,57.985,1995.0,170.0
3039,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Hyderabad,2010,93000.0,Diesel,Automatic,Second,14.21 kmpl,2143 CC,203 bhp,5.0,,17.5,14,Mercedes-Benz,E-Class2009-2013,11.440354772135393,2.8622008809294686,14.21,70.85,2143.0,203.0
3040,Maruti Swift VDI,Kochi,2015,53500.0,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5.0,7.88 Lakh,5.36,9,Maruti,SwiftVDI,10.887436932884098,1.6789639750827108,28.4,7.88,1248.0,74.0
3041,Maruti Ertiga VXI,Delhi,2014,17585.0,Petrol,Manual,First,16.02 kmpl,1373 CC,93.7 bhp,7.0,,6.35,10,Maruti,ErtigaVXI,9.774801544908083,1.8484548129046001,16.02,7.87,1373.0,93.7
3042,Hyundai Verna 1.6 VTVT,Kolkata,2011,36226.0,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5.0,,2.95,13,Hyundai,Verna1.6,10.497532372052861,1.0818051703517284,17.01,9.74,1591.0,121.3
3043,Land Rover Discovery Sport TD4 HSE,Coimbatore,2019,25899.0,Diesel,Automatic,First,12.63 kmpl,2179 CC,147.5 bhp,5.0,,55.7,5,Land Rover,RoverDiscovery,10.161959636903632,4.019980146933238,12.63,71.85499999999999,2179.0,147.5
3044,Hyundai Santro Xing GL,Kolkata,2009,60170.0,Petrol,Manual,First,0.0 kmpl,1086 CC,62 bhp,5.0,,1.15,15,Hyundai,SantroXing,11.004929168214398,0.13976194237515863,0.0,9.74,1086.0,62.0
3045,Mercedes-Benz New C-Class C 220 CDI Style,Hyderabad,2017,11200.0,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5.0,,37.5,7,Mercedes-Benz,NewC-Class,9.323669057283185,3.624340932976365,19.27,70.85,2143.0,167.62
3046,Hyundai i10 Magna 1.2,Kochi,2017,49045.0,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,4.07,7,Hyundai,i10Magna,10.800493522998416,1.4036429994545037,20.36,9.74,1197.0,78.9
3047,Volkswagen Polo Diesel Comfortline 1.2L,Kolkata,2012,45000.0,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,,2.99,12,Volkswagen,PoloDiesel,10.714417768752456,1.095273387402595,22.07,11.105,1199.0,73.9
3048,Maruti Vitara Brezza VDi Option,Delhi,2017,40000.0,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,,7.9,7,Maruti,VitaraBrezza,10.596634733096073,2.066862759472976,24.3,7.87,1248.0,88.5
3049,Renault Duster 85PS Diesel RxL,Mumbai,2016,36600.0,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5.0,,7.49,8,Renault,Duster85PS,10.507803519389457,2.0135687975291283,19.87,4.93,1461.0,83.8
3050,Tata Indica Vista Aqua 1.3 Quadrajet,Jaipur,2009,117000.0,Diesel,Manual,First,18.0 kmpl,1248 CC,75 bhp,5.0,,1.1,15,Tata,IndicaVista,11.669929213779893,0.09531017980432493,18.0,7.63,1248.0,75.0
3051,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Delhi,2016,16000.0,Diesel,Automatic,First,11.3 kmpl,2987 CC,254.8 bhp,7.0,,56.0,8,Mercedes-Benz,GL-Class350,9.680344001221918,4.02535169073515,11.3,70.85,2987.0,254.8
3052,Hyundai Xcent 1.2 CRDi S,Mumbai,2016,50000.0,Diesel,Manual,First,25.4 kmpl,1186 CC,73.97 bhp,5.0,8.84 Lakh,3.5,8,Hyundai,Xcent1.2,10.819778284410283,1.252762968495368,25.4,8.84,1186.0,73.97
3053,Hyundai Verna CRDi SX ABS,Hyderabad,2008,150000.0,Diesel,Manual,First,18.1 kmpl,1493 CC,110 bhp,5.0,,3.0,16,Hyundai,VernaCRDi,11.918390573078392,1.0986122886681098,18.1,9.74,1493.0,110.0
3054,Hyundai Verna 1.6 SX VTVT,Mumbai,2014,11000.0,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5.0,,6.1,10,Hyundai,Verna1.6,9.305650551780507,1.8082887711792655,17.01,9.74,1591.0,121.3
3055,Ford Figo Petrol ZXI,Bangalore,2010,102016.0,Petrol,Manual,First,15.6 kmpl,1196 CC,70 bhp,5.0,,2.25,14,Ford,FigoPetrol,11.532884942709833,0.8109302162163288,15.6,11.2,1196.0,70.0
3056,Maruti Swift VDI Optional,Chennai,2016,38000.0,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,,5.95,8,Maruti,SwiftVDI,10.545341438708522,1.7833912195575383,25.2,7.87,1248.0,74.0
3057,Renault Pulse RxL,Hyderabad,2013,71491.0,Diesel,Manual,First,23.08 kmpl,1461 CC,63.12 bhp,5.0,,4.95,11,Renault,PulseRxL,11.177326846633413,1.599387576580599,23.08,4.93,1461.0,63.12
3058,Volkswagen Polo 1.2 MPI Highline,Bangalore,2015,46354.0,Petrol,Manual,Second,16.47 kmpl,1198 CC,74 bhp,5.0,,5.49,9,Volkswagen,Polo1.2,10.744062867162505,1.7029282555214393,16.47,11.105,1198.0,74.0
3059,BMW 3 Series 320d Luxury Line,Delhi,2019,87000.0,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5.0,52.46 Lakh,6.67,5,BMW,3Series,11.37366339763672,1.8976198599275322,22.69,52.46,1995.0,190.0
3060,Skoda Rapid 1.6 MPI Active,Ahmedabad,2015,20765.0,Petrol,Manual,First,15.0 kmpl,1598 CC,103.52 bhp,5.0,,6.25,9,Skoda,Rapid1.6,9.941024156064854,1.8325814637483102,15.0,31.365000000000002,1598.0,103.52
3061,Hyundai Santro GS,Ahmedabad,2005,58000.0,Petrol,Manual,Second,0.0 kmpl,999 CC,null bhp,5.0,,1.51,19,Hyundai,SantroGS,10.968198289528557,0.412109650826833,0.0,9.74,999.0,82.0
3062,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2014,51076.0,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7.0,,34.88,10,Audi,Q73.0,10.841069998544572,3.551913599040779,12.07,53.14,2967.0,241.4
3063,Maruti Ciaz VDi Plus,Jaipur,2016,84085.0,Diesel,Manual,First,26.21 kmpl,1248 CC,88.5 bhp,5.0,,6.9,8,Maruti,CiazVDi,11.33958347095685,1.9315214116032138,26.21,7.87,1248.0,88.5
3064,Honda City i DTEC VX,Kolkata,2014,55000.0,Diesel,Manual,First,25.1 kmpl,1498 CC,98.6 bhp,5.0,,5.99,10,Honda,Cityi,10.915088464214607,1.7900914121273581,25.1,11.15,1498.0,98.6
3065,Mercedes-Benz E-Class 2009-2013 E350 Petrol,Mumbai,2010,73000.0,Petrol,Automatic,First,10.93 kmpl,3498 CC,272 bhp,5.0,,10.4,14,Mercedes-Benz,E-Class2009-2013,11.198214720130528,2.341805806147327,10.93,70.85,3498.0,272.0
3066,Audi A6 2011-2015 3.0 TDI Quattro Premium Plus,Pune,2012,50001.0,Diesel,Automatic,First,14.57 kmpl,2967 CC,241.38 bhp,5.0,,29.0,12,Audi,A62011-2015,10.819798284210286,3.367295829986474,14.57,53.14,2967.0,241.38
3067,Mahindra Xylo H4,Coimbatore,2016,93166.0,Diesel,Manual,Second,14.02 kmpl,2179 CC,118.3 bhp,7.0,11.67 Lakh,5.85,8,Mahindra,XyloH4,11.442138127248517,1.766441661243765,14.02,11.67,2179.0,118.3
3068,Honda City 1.5 EXI AT,Kochi,2006,99583.0,Petrol,Automatic,Third,12.0 kmpl,1493 CC,100 bhp,5.0,,2.21,18,Honda,City1.5,11.508746746273811,0.7929925155296614,12.0,11.15,1493.0,100.0
3069,Maruti SX4 ZXI MT BSIV,Mumbai,2010,72000.0,Petrol,Manual,First,15.5 kmpl,1586 CC,103.3 bhp,5.0,,2.4,14,Maruti,SX4ZXI,11.184421397998193,0.8754687373538999,15.5,7.87,1586.0,103.3
3070,Toyota Corolla Altis G,Pune,2009,70000.0,Petrol,Manual,Third,14.53 kmpl,1798 CC,138.1 bhp,5.0,,3.0,15,Toyota,CorollaAltis,11.156250521031495,1.0986122886681098,14.53,23.25,1798.0,138.1
3071,Volkswagen Vento Petrol Highline AT,Pune,2012,61000.0,Petrol,Automatic,Second,14.4 kmpl,1598 CC,103.6 bhp,5.0,,3.75,12,Volkswagen,VentoPetrol,11.018629143155449,1.3217558399823195,14.4,11.105,1598.0,103.6
3072,Hyundai EON Era Plus,Pune,2015,66510.0,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,2.95,9,Hyundai,EONEra,11.105107591278466,1.0818051703517284,21.1,9.74,814.0,55.2
3073,Skoda Laura Ambition 2.0 TDI CR MT,Hyderabad,2011,84062.0,Diesel,Manual,First,20.0 kmpl,1968 CC,108.5 bhp,5.0,,5.8,13,Skoda,LauraAmbition,11.339309900805215,1.7578579175523736,20.0,31.365000000000002,1968.0,108.5
3074,Maruti Swift VDI,Hyderabad,2012,80799.0,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,,4.9,12,Maruti,SwiftVDI,11.299719868194977,1.589235205116581,22.9,7.87,1248.0,74.0
3075,Toyota Corolla Altis 1.8 VL CVT,Kolkata,2018,5000.0,Petrol,Automatic,First,14.28 kmpl,1798 CC,138.03 bhp,5.0,22.37 Lakh,16.95,6,Toyota,CorollaAltis,8.517193191416238,2.830267833826459,14.28,22.37,1798.0,138.03
3076,Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2013,92000.0,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,8.0,,12.5,11,Toyota,Innova2.5,11.429543856031177,2.5257286443082556,12.99,23.25,2494.0,100.0
3077,Tata Tiago Wizz 1.05 Revotorq,Hyderabad,2017,53000.0,Diesel,Manual,First,27.28 kmpl,1047 CC,69 bhp,5.0,,5.0,7,Tata,TiagoWizz,10.87804719253426,1.6094379124341003,27.28,7.63,1047.0,69.0
3078,Skoda Rapid 1.6 MPI Ambition,Mumbai,2015,39822.0,Petrol,Manual,First,15.41 kmpl,1598 CC,103.52 bhp,5.0,12.02 Lakh,4.68,9,Skoda,Rapid1.6,10.59217480237398,1.5432981099295553,15.41,12.02,1598.0,103.52
3079,Ford Endeavour 3.2 Titanium AT 4X4,Mumbai,2016,29000.0,Diesel,Automatic,First,10.91 kmpl,3198 CC,197 bhp,7.0,,29.8,8,Ford,Endeavour3.2,10.275051108968611,3.3945083935113587,10.91,11.2,3198.0,197.0
3080,Renault KWID RXL,Kochi,2017,24214.0,Petrol,Manual,Second,25.17 kmpl,799 CC,53.3 bhp,5.0,3.95 Lakh,3.46,7,Renault,KWIDRXL,10.094686257267686,1.2412685890696329,25.17,3.95,799.0,53.3
3081,Hyundai i20 1.4 Asta CRDi with AVN,Pune,2012,75000.0,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5.0,,4.0,12,Hyundai,i201.4,11.225243392518447,1.3862943611198906,23.0,9.74,1396.0,90.0
3082,Skoda Laura Ambiente,Chennai,2012,77216.0,Diesel,Manual,Second,17.5 kmpl,1896 CC,106 bhp,5.0,,4.5,12,Skoda,LauraAmbiente,11.254361968424758,1.5040773967762742,17.5,31.365000000000002,1896.0,106.0
3083,Toyota Corolla Altis Diesel D4DG,Kochi,2013,74290.0,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,5.0,,5.87,11,Toyota,CorollaAltis,11.215731632145852,1.7698546338400052,21.43,23.25,1364.0,87.2
3084,Mahindra Scorpio S8 8 Seater,Delhi,2015,61000.0,Diesel,Manual,First,15.4 kmpl,2179 CC,120 bhp,8.0,,9.5,9,Mahindra,ScorpioS8,11.018629143155449,2.2512917986064953,15.4,11.145,2179.0,120.0
3085,Audi Q5 2.0 TDI Premium Plus,Chennai,2013,44000.0,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,5.0,,32.5,11,Audi,Q52.0,10.691944912900398,3.481240089335692,14.16,53.14,1968.0,174.3
3086,Chevrolet Enjoy TCDi LS 8 Seater,Coimbatore,2014,74041.0,Diesel,Manual,First,18.2 kmpl,1248 CC,73.8 bhp,8.0,,3.88,10,Chevrolet,EnjoyTCDi,11.212374272809084,1.355835153635182,18.2,9.74,1248.0,73.8
3087,BMW 3 Series 320d,Coimbatore,2013,85846.0,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5.0,48.79 Lakh,13.08,11,BMW,3Series,11.360310272345556,2.5710843460290524,22.69,48.79,1995.0,190.0
3088,Nissan Sunny 2011-2014 Diesel XV,Delhi,2012,52000.0,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,5.0,,3.5,12,Nissan,Sunny2011-2014,10.858998997563564,1.252762968495368,21.64,9.51,1461.0,84.8
3089,Honda Accord 2.4 MT,Mumbai,2010,47000.0,Petrol,Manual,Second,12.8 kmpl,2354 CC,177.6 bhp,5.0,,3.5,14,Honda,Accord2.4,10.757902880692196,1.252762968495368,12.8,11.15,2354.0,177.6
3090,Hyundai Verna CRDi,Bangalore,2010,72010.0,Diesel,Manual,First,16.8 kmpl,1493 CC,110 bhp,5.0,,4.45,14,Hyundai,VernaCRDi,11.184560277242912,1.4929040961781488,16.8,9.74,1493.0,110.0
3091,Maruti Omni E MPI STD BS IV,Jaipur,2015,15000.0,Petrol,Manual,First,16.8 kmpl,796 CC,34.2 bhp,8.0,,2.35,9,Maruti,OmniE,9.615805480084347,0.8544153281560676,16.8,7.87,796.0,34.2
3092,Honda City i VTEC SV,Kolkata,2015,480000.0,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,,5.0,9,Honda,Cityi,13.081541382884074,1.6094379124341003,17.4,11.15,1497.0,117.3
3093,Audi A7 2011-2015 Sportback,Kolkata,2012,24720.0,Diesel,Automatic,Second,0.0 kmpl,2967 CC,241.4 bhp,5.0,,28.0,12,Audi,A72011-2015,10.115367911571628,3.332204510175204,0.0,53.14,2967.0,241.4
3094,Ford Fiesta 1.4 ZXi Leather,Chennai,2007,75000.0,Petrol,Manual,Second,16.6 kmpl,1388 CC,68 bhp,5.0,,2.0,17,Ford,Fiesta1.4,11.225243392518447,0.6931471805599453,16.6,11.2,1388.0,68.0
3095,Hyundai i20 1.4 Asta,Mumbai,2015,57000.0,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,,6.35,9,Hyundai,i201.4,10.950806546816688,1.8484548129046001,22.54,9.74,1396.0,88.73
3096,Mercedes-Benz E-Class E250 CDI Avantgrade,Kochi,2015,41057.0,Diesel,Automatic,First,13.0 kmpl,2143 CC,201.1 bhp,5.0,,24.63,9,Mercedes-Benz,E-ClassE250,10.622716624094574,3.2039652121324464,13.0,70.85,2143.0,201.1
3097,Maruti Wagon R LXI CNG,Pune,2012,92000.0,CNG,Manual,Second,26.2 km/kg,998 CC,58.2 bhp,5.0,,3.0,12,Maruti,WagonR,11.429543856031177,1.0986122886681098,36.68,7.87,998.0,58.2
3098,Ford EcoSport 1.5 TDCi Trend Plus,Chennai,2016,20000.0,Diesel,Manual,First,22.77 kmpl,1498 CC,98.59 bhp,5.0,,7.9,8,Ford,EcoSport1.5,9.903487552536127,2.066862759472976,22.77,11.2,1498.0,98.59
3099,Hyundai i20 1.2 Magna,Mumbai,2011,52359.0,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5.0,,3.25,13,Hyundai,i201.2,10.865879121292947,1.1786549963416462,18.5,9.74,1197.0,80.0
3100,Honda City i VTEC V,Delhi,2016,17000.0,Petrol,Manual,Second,17.8 kmpl,1497 CC,117.3 bhp,5.0,,8.25,8,Honda,Cityi,9.740968623038354,2.1102132003465894,17.8,11.15,1497.0,117.3
3101,Nissan Micra Diesel XV,Kolkata,2011,39002.0,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,5.0,,2.85,13,Nissan,MicraDiesel,10.571368205848186,1.0473189942805592,23.08,9.51,1461.0,63.1
3102,Ford Figo Diesel EXI,Pune,2010,129986.0,Diesel,Manual,Second,20.0 kmpl,1399 CC,68 bhp,5.0,,3.2,14,Ford,FigoDiesel,11.775182031330795,1.1631508098056809,20.0,11.2,1399.0,68.0
3103,Nissan Micra XL,Kolkata,2013,45000.0,Petrol,Manual,First,18.44 kmpl,1198 CC,75 bhp,5.0,,1.75,11,Nissan,MicraXL,10.714417768752456,0.5596157879354227,18.44,9.51,1198.0,75.0
3104,Maruti Swift VDI BSIV,Kolkata,2013,41300.0,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5.0,,3.38,11,Maruti,SwiftVDI,10.628617778949124,1.2178757094949273,17.8,7.87,1248.0,74.0
3105,Honda Accord 2.4 MT,Ahmedabad,2009,82002.0,Petrol,Manual,Second,12.8 kmpl,2354 CC,177.6 bhp,5.0,,5.75,15,Honda,Accord2.4,11.314498916192855,1.749199854809259,12.8,11.15,2354.0,177.6
3106,Skoda Superb Elegance 1.8 TSI AT,Mumbai,2010,67000.0,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5.0,,4.7,14,Skoda,SuperbElegance,11.112447898373103,1.547562508716013,13.7,31.365000000000002,1798.0,157.75
3107,Maruti Omni 8 Seater BSIV,Hyderabad,2017,21260.0,Petrol,Manual,First,14.0 kmpl,796 CC,35 bhp,5.0,,2.9,7,Maruti,Omni8,9.964582651895938,1.0647107369924282,14.0,7.87,796.0,35.0
3108,Hyundai i20 Magna Optional 1.4 CRDi,Ahmedabad,2012,55362.0,Diesel,Manual,First,21.9 kmpl,1396 CC,88.8 bhp,5.0,,4.25,12,Hyundai,i20Magna,10.921648716806612,1.4469189829363254,21.9,9.74,1396.0,88.8
3109,Hyundai Creta 1.6 CRDi AT SX Plus,Chennai,2017,13000.0,Diesel,Automatic,First,17.01 kmpl,1582 CC,126.2 bhp,5.0,,14.5,7,Hyundai,Creta1.6,9.472704636443673,2.6741486494265287,17.01,9.74,1582.0,126.2
3110,Maruti Swift VDI BSIV,Kochi,2016,45725.0,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,,5.34,8,Maruti,SwiftVDI,10.730400473259067,1.6752256529721035,25.2,7.87,1248.0,74.0
3111,Maruti Swift LDI BSIV,Jaipur,2014,105000.0,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,,3.85,10,Maruti,SwiftLDI,11.56171562913966,1.3480731482996928,25.2,7.87,1248.0,74.0
3112,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Hyderabad,2009,156056.0,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8.0,,8.5,15,Toyota,Innova2.5,11.957970196174768,2.1400661634962708,12.8,23.25,2494.0,102.0
3113,Hyundai Xcent 1.1 CRDi Base,Mumbai,2016,135000.0,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5.0,,4.2,8,Hyundai,Xcent1.1,11.813030057420567,1.4350845252893227,24.4,9.74,1120.0,71.0
3114,Maruti Ertiga Paseo VDI,Delhi,2016,67000.0,Diesel,Manual,First,20.77 kmpl,1248 CC,88.7 bhp,7.0,,6.75,8,Maruti,ErtigaPaseo,11.112447898373103,1.9095425048844386,20.77,7.87,1248.0,88.7
3115,Ford Endeavour 3.2 Trend AT 4X4,Jaipur,2016,90000.0,Diesel,Automatic,First,10.91 kmpl,3198 CC,197.2 bhp,7.0,,26.0,8,Ford,Endeavour3.2,11.407564949312402,3.258096538021482,10.91,11.2,3198.0,197.2
3116,Hyundai i20 1.4 Sportz,Coimbatore,2019,32251.0,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,,8.61,5,Hyundai,i201.4,10.381304329495126,2.152924318439639,22.54,9.74,1396.0,88.73
3117,Maruti Zen Estilo LXI BS IV,Mumbai,2009,47000.0,Petrol,Manual,First,19.0 kmpl,998 CC,67.1 bhp,5.0,,1.46,15,Maruti,ZenEstilo,10.757902880692196,0.37843643572024505,19.0,7.87,998.0,67.1
3118,Maruti Ritz VDi,Mumbai,2011,75308.0,Diesel,Manual,Second,21.1 kmpl,1248 CC,73.9 bhp,5.0,,2.8,13,Maruti,RitzVDi,11.229341649844603,1.0296194171811581,21.1,7.87,1248.0,73.9
3119,Maruti Alto K10 LXI CNG Optional,Kochi,2018,44202.0,CNG,Manual,First,32.26 km/kg,998 CC,58.2 bhp,4.0,4.66 Lakh,4.0,6,Maruti,AltoK10,10.696525315910868,1.3862943611198906,45.163999999999994,4.66,998.0,58.2
3120,Honda City 1.5 S MT,Mumbai,2014,58000.0,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,5.47,10,Honda,City1.5,10.968198289528557,1.6992786164338898,17.0,11.15,1497.0,118.0
3121,Maruti Swift Dzire ZXi,Mumbai,2009,60000.0,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5.0,,2.45,15,Maruti,SwiftDzire,11.002099841204238,0.8960880245566357,17.5,7.87,1298.0,85.8
3122,BMW X1 sDrive 20d Sportline,Hyderabad,2014,45000.0,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5.0,,21.5,10,BMW,X1sDrive,10.714417768752456,3.068052935133617,17.05,57.985,1995.0,184.0
3123,Tata Manza Aqua Safire,Mumbai,2010,41195.0,Petrol,Manual,First,15.0 kmpl,1368 CC,90 bhp,5.0,,1.38,14,Tata,ManzaAqua,10.62607216874969,0.3220834991691132,15.0,7.63,1368.0,90.0
3124,Mahindra XUV500 W10 2WD,Chennai,2016,89000.0,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,,13.5,8,Mahindra,XUV500W10,11.396391648714276,2.6026896854443837,16.0,11.145,2179.0,140.0
3125,Hyundai i10 Sportz AT,Bangalore,2009,60510.0,Petrol,Automatic,Second,16.95 kmpl,1197 CC,78.9 bhp,5.0,,3.1,15,Hyundai,i10Sportz,11.010563919616366,1.1314021114911006,16.95,9.74,1197.0,78.9
3126,Maruti Baleno Sigma 1.2,Mumbai,2016,8500.0,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,,5.49,8,Maruti,BalenoSigma,9.047821442478408,1.7029282555214393,21.4,7.87,1197.0,83.1
3127,Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,2017,35981.0,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,11.29 Lakh,9.51,7,Maruti,VitaraBrezza,10.490746300336754,2.252343876557299,24.3,11.29,1248.0,88.5
3128,Ford Figo Petrol ZXI,Mumbai,2012,23152.0,Petrol,Manual,First,15.6 kmpl,1196 CC,70.02 bhp,5.0,,2.39,12,Ford,FigoPetrol,10.049836448871265,0.8712933659434193,15.6,11.2,1196.0,70.02
3129,Maruti Wagon R CNG LXI,Delhi,2014,74663.0,CNG,Manual,First,33.54 km/kg,998 CC,67.04 bhp,5.0,5.35 Lakh,3.25,10,Maruti,WagonR,11.220739933820415,1.1786549963416462,46.955999999999996,5.35,998.0,67.04
3130,Volkswagen Vento Sport 1.2 TSI AT,Mumbai,2014,61529.0,Petrol,Automatic,First,18.19 kmpl,1197 CC,103.5 bhp,5.0,,5.65,10,Volkswagen,VentoSport,11.027263887367784,1.7316555451583497,18.19,11.105,1197.0,103.5
3131,Mahindra Xylo D2 BS III,Ahmedabad,2010,91596.0,Diesel,Manual,First,14.95 kmpl,2489 CC,93.7 bhp,7.0,,1.85,14,Mahindra,XyloD2,11.42514288158647,0.6151856390902335,14.95,11.145,2489.0,93.7
3132,Porsche Cayenne Base,Kochi,2019,14298.0,Petrol,Automatic,First,13.33 kmpl,2995 CC,340 bhp,5.0,1.36 Cr,2.02,5,Porsche,CayenneBase,9.567874946326796,0.7030975114131134,13.33,9.74,2995.0,340.0
3133,Maruti Swift Dzire VDi,Hyderabad,2013,83327.0,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5.0,,5.8,11,Maruti,SwiftDzire,11.330527905288127,1.7578579175523736,19.3,7.87,1248.0,73.9
3134,Volkswagen Polo 1.2 MPI Highline Plus,Hyderabad,2017,22857.0,Petrol,Manual,First,16.2 kmpl,1199 CC,74 bhp,5.0,,6.9,7,Volkswagen,Polo1.2,10.037012695141119,1.9315214116032138,16.2,11.105,1199.0,74.0
3135,Hyundai Verna 1.6 VTVT,Chennai,2013,34620.0,Petrol,Manual,Second,17.01 kmpl,1591 CC,121.3 bhp,5.0,,5.35,11,Hyundai,Verna1.6,10.4521868287302,1.6770965609079151,17.01,9.74,1591.0,121.3
3136,Hyundai i10 Era 1.1,Bangalore,2010,56000.0,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,,2.85,14,Hyundai,i10Era,10.933106969717286,1.0473189942805592,19.81,9.74,1086.0,68.05
3137,Mercedes-Benz E-Class E250 CDI Launch Edition,Chennai,2014,81000.0,Diesel,Automatic,First,13.0 kmpl,2143 CC,204 bhp,5.0,,22.75,10,Mercedes-Benz,E-ClassE250,11.302204433654575,3.1245651453969594,13.0,70.85,2143.0,204.0
3138,Maruti Zen LXI,Jaipur,1998,95150.0,Petrol,Manual,Third,17.3 kmpl,993 CC,60 bhp,5.0,,0.45,26,Maruti,ZenLXI,11.463209872724295,-0.7985076962177716,17.3,7.87,993.0,60.0
3139,Hyundai i10 Sportz,Coimbatore,2013,32776.0,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,4.64,11,Hyundai,i10Sportz,10.397451819226706,1.534714366238164,20.36,9.74,1197.0,78.9
